pointA,pointB,distance
"(42.3532496, -71.10777000756758)","(42.349090849999996, -71.1041455900759)",1136.537
"(42.3532496, -71.10777000756758)","(42.335479649999996, -71.0717193943673)",4585.2699999999995
"(42.3532496, -71.10777000756758)","(42.3514835, -71.1212481)",1427.024
"(42.3532496, -71.10777000756758)","(42.3489751, -71.1009021)",1390.5520000000001
"(42.3532496, -71.10777000756758)","(42.3509964, -71.10799517909709)",819.6140000000001
"(42.3532496, -71.10777000756758)","(42.3496881, -71.1001848)",1411.0020000000002
"(42.3532496, -71.10777000756758)","(42.3491905, -71.1060852)",954.711
"(42.3532496, -71.10777000756758)","(42.3505083, -71.1039114501441)",1177.7740000000001
"(42.3532496, -71.10777000756758)","(42.34865105, -71.10126530464467)",1455.8820000000003
"(42.3532496, -71.10777000756758)","(42.34877175, -71.10419840251558)",1664.412
"(42.3532496, -71.10777000756758)","(42.3517837, -71.1187216)",1179.8129999999999
"(42.3532496, -71.10777000756758)","(42.35051115, -71.09995235)",1457.625
"(42.3532496, -71.10777000756758)","(42.3490585, -71.10153394404658)",1309.1150000000002
"(42.3532496, -71.10777000756758)","(42.3510171, -71.10981338167903)",697.405
"(42.3532496, -71.10777000756758)","(42.3520335, -71.11030686731542)",447.944
"(42.3532496, -71.10777000756758)","(42.3498642, -71.1020204)",1219.6570000000002
"(42.3532496, -71.10777000756758)","(42.348448899999994, -71.10015580728992)",1472.5340000000003
"(42.3532496, -71.10777000756758)","(42.3508802, -71.11750772346343)",1142.4019999999998
"(42.3532496, -71.10777000756758)","(42.3484364, -71.10230804217932)",1384.076
"(42.3532496, -71.10777000756758)","(42.34888825, -71.10484432143394)",1664.412
"(42.3532496, -71.10777000756758)","(42.35078225, -71.10524017370268)",1055.709
"(42.3532496, -71.10777000756758)","(42.3505236, -71.10754495805156)",797.8650000000001
"(42.3532496, -71.10777000756758)","(42.3501003, -71.10383756091035)",1100.3020000000001
"(42.3532496, -71.10777000756758)","(42.351051050235355, -71.1137959187151)",771.991
"(42.3532496, -71.10777000756758)","(42.35455655, -71.12354972039716)",1793.4550000000006
"(42.3532496, -71.10777000756758)","(42.3497494, -71.10134870499787)",1341.69
"(42.3532496, -71.10777000756758)","(42.34972315, -71.10086607545841)",1356.8570000000002
"(42.3532496, -71.10777000756758)","(42.3360176, -71.0694751)",4583.4469999999965
"(42.3532496, -71.10777000756758)","(42.3497874, -71.09794138426676)",1630.3660000000002
"(42.3539611, -71.1203527)","(42.33302405, -71.07351342066596)",5121.476000000001
"(42.3539611, -71.1203527)","(42.350582900000006, -71.10413120618469)",1694.2489999999998
"(42.3539611, -71.1203527)","(42.3505035, -71.09985850000001)",2015.7239999999997
"(42.3539611, -71.1203527)","(42.3539611, -71.1203527)",0.0
"(42.3539611, -71.1203527)","(42.34972105, -71.10750259091596)",1518.5199999999998
"(42.3539611, -71.1203527)","(42.34936675, -71.1072935998869)",1501.087
"(42.3539611, -71.1203527)","(42.349106, -71.105177)",1645.2939999999999
"(42.3539611, -71.1203527)","(42.3507339, -71.115618)",714.1829999999999
"(42.3539611, -71.1203527)","(42.3497962, -71.10803121297329)",1367.8129999999999
"(42.3539611, -71.1203527)","(42.348654350000004, -71.10350846676505)",1826.3229999999999
"(42.3539611, -71.1203527)","(42.34854035, -71.10284565282228)",1826.3229999999999
"(42.3539611, -71.1203527)","(42.3364039, -71.07223994070816)",5013.764999999999
"(42.3539611, -71.1203527)","(42.341954799999996, -71.10605008798282)",2502.669
"(42.3539611, -71.1203527)","(42.342699749999994, -71.10489130168085)",2337.643
"(42.3539611, -71.1203527)","(42.342985150000004, -71.10519520944966)",2309.1440000000002
"(42.3539611, -71.1203527)","(42.35013155, -71.11140104490026)",1129.0489999999998
"(42.3539611, -71.1203527)","(42.34945635, -71.105266656638)",1630.8779999999997
"(42.3539611, -71.1203527)","(42.342504399999996, -71.10536300402536)",2403.057
"(42.3539611, -71.1203527)","(42.3518204, -71.11646235858747)",720.7249999999999
"(42.3539611, -71.1203527)","(42.350170399999996, -71.095114)",2418.959
"(42.3539611, -71.1203527)","(42.336374750000004, -71.07016239901102)",5089.287999999999
"(42.3539611, -71.1203527)","(42.35028335, -71.10557727131746)",1501.7949999999996
"(42.3539611, -71.1203527)","(42.35097115000001, -71.10897900447887)",1323.3619999999996
"(42.3539611, -71.1203527)","(42.349639749999994, -71.09973226925189)",2009.9349999999995
"(42.3539611, -71.1203527)","(42.3437927, -71.10976791168142)",2123.484
"(42.3539611, -71.1203527)","(42.3504456, -71.10368611901973)",1735.8729999999998
"(42.3539611, -71.1203527)","(42.3501426, -71.10067825702964)",1993.1849999999997
"(42.3539611, -71.1203527)","(42.350104849999994, -71.10058154558558)",1993.1849999999997
"(42.3539611, -71.1203527)","(42.35052185, -71.10009615151182)",2015.7239999999997
"(42.3539611, -71.1203527)","(42.349457799999996, -71.09810497506007)",2123.2389999999996
"(42.3539611, -71.1203527)","(42.3503203, -71.09700303119664)",2241.4419999999996
"(42.3539611, -71.1203527)","(42.351064300000004, -71.1075071069339)",1377.7129999999997
"(42.3539611, -71.1203527)","(42.350860850000004, -71.10386660061369)",1685.7179999999998
"(42.3539611, -71.1203527)","(42.3495087, -71.10580869890427)",1629.5869999999998
"(42.3539611, -71.1203527)","(42.3483358, -71.10173878356534)",1935.5099999999998
"(42.3539611, -71.1203527)","(42.35066235, -71.1064382921208)",1532.3879999999997
"(42.3539611, -71.1203527)","(42.349090849999996, -71.1041455900759)",1687.9709999999998
"(42.3539611, -71.1203527)","(42.335479649999996, -71.0717193943673)",5163.594
"(42.3539611, -71.1203527)","(42.3514835, -71.1212481)",256.995
"(42.3539611, -71.1203527)","(42.3489751, -71.1009021)",1941.9859999999999
"(42.3539611, -71.1203527)","(42.3509964, -71.10799517909709)",1377.7129999999997
"(42.3539611, -71.1203527)","(42.3496881, -71.1001848)",1969.1009999999997
"(42.3539611, -71.1203527)","(42.3491905, -71.1060852)",1506.1449999999998
"(42.3539611, -71.1203527)","(42.3505083, -71.1039114501441)",1735.8729999999998
"(42.3539611, -71.1203527)","(42.34865105, -71.10126530464467)",2007.316
"(42.3539611, -71.1203527)","(42.34877175, -71.10419840251558)",2215.8459999999995
"(42.3539611, -71.1203527)","(42.3517837, -71.1187216)",419.023
"(42.3539611, -71.1203527)","(42.35051115, -71.09995235)",2015.7239999999997
"(42.3539611, -71.1203527)","(42.3490585, -71.10153394404658)",1860.549
"(42.3539611, -71.1203527)","(42.3510171, -71.10981338167903)",1255.504
"(42.3539611, -71.1203527)","(42.3520335, -71.11030686731542)",1186.099
"(42.3539611, -71.1203527)","(42.3498642, -71.1020204)",1777.7559999999996
"(42.3539611, -71.1203527)","(42.348448899999994, -71.10015580728992)",2023.968
"(42.3539611, -71.1203527)","(42.3508802, -71.11750772346343)",628.6239999999999
"(42.3539611, -71.1203527)","(42.3484364, -71.10230804217932)",1935.5099999999998
"(42.3539611, -71.1203527)","(42.34888825, -71.10484432143394)",2215.8459999999995
"(42.3539611, -71.1203527)","(42.35078225, -71.10524017370268)",1613.8079999999998
"(42.3539611, -71.1203527)","(42.3505236, -71.10754495805156)",1355.9639999999997
"(42.3539611, -71.1203527)","(42.3501003, -71.10383756091035)",1658.4009999999996
"(42.3539611, -71.1203527)","(42.351051050235355, -71.1137959187151)",822.396
"(42.3539611, -71.1203527)","(42.35455655, -71.12354972039716)",235.638
"(42.3539611, -71.1203527)","(42.3497494, -71.10134870499787)",1899.7889999999998
"(42.3539611, -71.1203527)","(42.34972315, -71.10086607545841)",1914.9559999999997
"(42.3539611, -71.1203527)","(42.3360176, -71.0694751)",5161.770999999998
"(42.3539611, -71.1203527)","(42.3497874, -71.09794138426676)",2188.4649999999997
"(42.33302405, -71.07351342066596)","(42.350582900000006, -71.10413120618469)",3595.0349999999994
"(42.33302405, -71.07351342066596)","(42.3505035, -71.09985850000001)",3244.8679999999995
"(42.33302405, -71.07351342066596)","(42.3539611, -71.1203527)",5121.4760000000015
"(42.33302405, -71.07351342066596)","(42.34972105, -71.10750259091596)",3768.542000000001
"(42.33302405, -71.07351342066596)","(42.34936675, -71.1072935998869)",3720.6119999999983
"(42.33302405, -71.07351342066596)","(42.349106, -71.105177)",3605.1599999999994
"(42.33302405, -71.07351342066596)","(42.3507339, -71.115618)",4431.491999999998
"(42.33302405, -71.07351342066596)","(42.3497962, -71.10803121297329)",3957.638999999998
"(42.33302405, -71.07351342066596)","(42.348654350000004, -71.10350846676505)",3424.1309999999994
"(42.33302405, -71.07351342066596)","(42.34854035, -71.10284565282228)",3424.1309999999994
"(42.33302405, -71.07351342066596)","(42.3364039, -71.07223994070816)",551.4459999999999
"(42.33302405, -71.07351342066596)","(42.341954799999996, -71.10605008798282)",3335.6169999999993
"(42.33302405, -71.07351342066596)","(42.342699749999994, -71.10489130168085)",3171.3279999999995
"(42.33302405, -71.07351342066596)","(42.342985150000004, -71.10519520944966)",3267.6229999999996
"(42.33302405, -71.07351342066596)","(42.35013155, -71.11140104490026)",4089.505999999998
"(42.33302405, -71.07351342066596)","(42.34945635, -71.105266656638)",3579.9739999999983
"(42.33302405, -71.07351342066596)","(42.342504399999996, -71.10536300402536)",3248.6349999999993
"(42.33302405, -71.07351342066596)","(42.3518204, -71.11646235858747)",4591.491000000002
"(42.33302405, -71.07351342066596)","(42.350170399999996, -71.095114)",2830.3729999999996
"(42.33302405, -71.07351342066596)","(42.336374750000004, -71.07016239901102)",474.09299999999996
"(42.33302405, -71.07351342066596)","(42.35028335, -71.10557727131746)",3645.7889999999993
"(42.33302405, -71.07351342066596)","(42.35097115000001, -71.10897900447887)",4004.6089999999995
"(42.33302405, -71.07351342066596)","(42.349639749999994, -71.09973226925189)",3124.7069999999994
"(42.33302405, -71.07351342066596)","(42.3437927, -71.10976791168142)",4044.682
"(42.33302405, -71.07351342066596)","(42.3504456, -71.10368611901973)",3519.077999999999
"(42.33302405, -71.07351342066596)","(42.3501426, -71.10067825702964)",3262.5409999999997
"(42.33302405, -71.07351342066596)","(42.350104849999994, -71.10058154558558)",3262.5409999999997
"(42.33302405, -71.07351342066596)","(42.35052185, -71.10009615151182)",3244.8679999999995
"(42.33302405, -71.07351342066596)","(42.349457799999996, -71.09810497506007)",3006.7829999999994
"(42.33302405, -71.07351342066596)","(42.3503203, -71.09700303119664)",3020.0249999999996
"(42.33302405, -71.07351342066596)","(42.351064300000004, -71.1075071069339)",3912.8019999999997
"(42.33302405, -71.07351342066596)","(42.350860850000004, -71.10386660061369)",3563.6139999999996
"(42.33302405, -71.07351342066596)","(42.3495087, -71.10580869890427)",3591.162999999998
"(42.33302405, -71.07351342066596)","(42.3483358, -71.10173878356534)",3314.979999999999
"(42.33302405, -71.07351342066596)","(42.35066235, -71.1064382921208)",3759.1649999999995
"(42.33302405, -71.07351342066596)","(42.349090849999996, -71.1041455900759)",3441.2479999999982
"(42.33302405, -71.07351342066596)","(42.335479649999996, -71.0717193943673)",331.687
"(42.33302405, -71.07351342066596)","(42.3514835, -71.1212481)",4896.955999999998
"(42.33302405, -71.07351342066596)","(42.3489751, -71.1009021)",3206.3769999999995
"(42.33302405, -71.07351342066596)","(42.3509964, -71.10799517909709)",3912.8019999999997
"(42.33302405, -71.07351342066596)","(42.3496881, -71.1001848)",3229.7829999999994
"(42.33302405, -71.07351342066596)","(42.3491905, -71.1060852)",3715.4069999999983
"(42.33302405, -71.07351342066596)","(42.3505083, -71.1039114501441)",3519.077999999999
"(42.33302405, -71.07351342066596)","(42.34865105, -71.10126530464467)",3239.9599999999996
"(42.33302405, -71.07351342066596)","(42.34877175, -71.10419840251558)",3595.315999999999
"(42.33302405, -71.07351342066596)","(42.3517837, -71.1187216)",4704.837000000002
"(42.33302405, -71.07351342066596)","(42.35051115, -71.09995235)",3244.8679999999995
"(42.33302405, -71.07351342066596)","(42.3490585, -71.10153394404658)",3313.0169999999994
"(42.33302405, -71.07351342066596)","(42.3510171, -71.10981338167903)",4047.561000000001
"(42.33302405, -71.07351342066596)","(42.3520335, -71.11030686731542)",4159.756000000001
"(42.33302405, -71.07351342066596)","(42.3498642, -71.1020204)",3352.265999999999
"(42.33302405, -71.07351342066596)","(42.348448899999994, -71.10015580728992)",3182.4399999999996
"(42.33302405, -71.07351342066596)","(42.3508802, -71.11750772346343)",4612.270999999999
"(42.33302405, -71.07351342066596)","(42.3484364, -71.10230804217932)",3314.979999999999
"(42.33302405, -71.07351342066596)","(42.34888825, -71.10484432143394)",3595.315999999999
"(42.33302405, -71.07351342066596)","(42.35078225, -71.10524017370268)",3662.3099999999995
"(42.33302405, -71.07351342066596)","(42.3505236, -71.10754495805156)",3891.053
"(42.33302405, -71.07351342066596)","(42.3501003, -71.10383756091035)",3492.2189999999996
"(42.33302405, -71.07351342066596)","(42.351051050235355, -71.1137959187151)",4299.080000000002
"(42.33302405, -71.07351342066596)","(42.35455655, -71.12354972039716)",5320.544000000001
"(42.33302405, -71.07351342066596)","(42.3497494, -71.10134870499787)",3308.152
"(42.33302405, -71.07351342066596)","(42.34972315, -71.10086607545841)",3215.0659999999993
"(42.33302405, -71.07351342066596)","(42.3360176, -71.0694751)",406.371
"(42.33302405, -71.07351342066596)","(42.3497874, -71.09794138426676)",3012.1409999999996
"(42.350582900000006, -71.10413120618469)","(42.3505035, -71.09985850000001)",361.42699999999996
"(42.350582900000006, -71.10413120618469)","(42.3539611, -71.1203527)",1694.2489999999998
"(42.350582900000006, -71.10413120618469)","(42.34972105, -71.10750259091596)",509.811
"(42.350582900000006, -71.10413120618469)","(42.34936675, -71.1072935998869)",483.63399999999996
"(42.350582900000006, -71.10413120618469)","(42.349106, -71.105177)",371.254
"(42.350582900000006, -71.10413120618469)","(42.3507339, -71.115618)",1054.3349999999998
"(42.350582900000006, -71.10413120618469)","(42.3497962, -71.10803121297329)",685.1549999999999
"(42.350582900000006, -71.10413120618469)","(42.348654350000004, -71.10350846676505)",350.208
"(42.350582900000006, -71.10413120618469)","(42.34854035, -71.10284565282228)",350.208
"(42.350582900000006, -71.10413120618469)","(42.3364039, -71.07223994070816)",3487.3239999999987
"(42.350582900000006, -71.10413120618469)","(42.341954799999996, -71.10605008798282)",1550.382
"(42.350582900000006, -71.10413120618469)","(42.342699749999994, -71.10489130168085)",1384.6760000000002
"(42.350582900000006, -71.10413120618469)","(42.342985150000004, -71.10519520944966)",1356.1770000000001
"(42.350582900000006, -71.10413120618469)","(42.35013155, -71.11140104490026)",720.443
"(42.350582900000006, -71.10413120618469)","(42.34945635, -71.105266656638)",346.144
"(42.350582900000006, -71.10413120618469)","(42.342504399999996, -71.10536300402536)",1450.0900000000001
"(42.350582900000006, -71.10413120618469)","(42.3518204, -71.11646235858747)",1164.2639999999997
"(42.350582900000006, -71.10413120618469)","(42.350170399999996, -71.095114)",764.6619999999999
"(42.350582900000006, -71.10413120618469)","(42.336374750000004, -71.07016239901102)",3562.846999999999
"(42.350582900000006, -71.10413120618469)","(42.35028335, -71.10557727131746)",341.064
"(42.350582900000006, -71.10413120618469)","(42.35097115000001, -71.10897900447887)",454.22900000000004
"(42.350582900000006, -71.10413120618469)","(42.349639749999994, -71.09973226925189)",504.3350000000001
"(42.350582900000006, -71.10413120618469)","(42.3437927, -71.10976791168142)",1464.7230000000002
"(42.350582900000006, -71.10413120618469)","(42.3504456, -71.10368611901973)",81.57600000000001
"(42.350582900000006, -71.10413120618469)","(42.3501426, -71.10067825702964)",338.88800000000003
"(42.350582900000006, -71.10413120618469)","(42.350104849999994, -71.10058154558558)",338.88800000000003
"(42.350582900000006, -71.10413120618469)","(42.35052185, -71.10009615151182)",361.42699999999996
"(42.350582900000006, -71.10413120618469)","(42.349457799999996, -71.09810497506007)",617.6390000000001
"(42.350582900000006, -71.10413120618469)","(42.3503203, -71.09700303119664)",587.1449999999999
"(42.350582900000006, -71.10413120618469)","(42.351064300000004, -71.1075071069339)",360.034
"(42.350582900000006, -71.10413120618469)","(42.350860850000004, -71.10386660061369)",31.421
"(42.350582900000006, -71.10413120618469)","(42.3495087, -71.10580869890427)",355.547
"(42.350582900000006, -71.10413120618469)","(42.3483358, -71.10173878356534)",447.3550000000001
"(42.350582900000006, -71.10413120618469)","(42.35066235, -71.1064382921208)",202.35999999999999
"(42.350582900000006, -71.10413120618469)","(42.349090849999996, -71.1041455900759)",207.418
"(42.350582900000006, -71.10413120618469)","(42.335479649999996, -71.0717193943673)",3637.1529999999993
