pointA,pointB,distance
"(42.341954799999996, -71.10605008798282)","(42.3489751, -71.1009021)",1265.763
"(42.341954799999996, -71.10605008798282)","(42.3509964, -71.10799517909709)",1382.3759999999995
"(42.341954799999996, -71.10605008798282)","(42.3496881, -71.1001848)",1317.4539999999997
"(42.341954799999996, -71.10605008798282)","(42.3491905, -71.1060852)",1071.9529999999997
"(42.341954799999996, -71.10605008798282)","(42.3505083, -71.1039114501441)",1468.8059999999996
"(42.341954799999996, -71.10605008798282)","(42.34865105, -71.10126530464467)",1181.661
"(42.341954799999996, -71.10605008798282)","(42.34877175, -71.10419840251558)",1509.297
"(42.341954799999996, -71.10605008798282)","(42.3517837, -71.1187216)",2086.388999999999
"(42.341954799999996, -71.10605008798282)","(42.35051115, -71.09995235)",1385.2189999999996
"(42.341954799999996, -71.10605008798282)","(42.3490585, -71.10153394404658)",1304.103
"(42.341954799999996, -71.10605008798282)","(42.3510171, -71.10981338167903)",1449.5809999999997
"(42.341954799999996, -71.10605008798282)","(42.3520335, -71.11030686731542)",1561.7759999999996
"(42.341954799999996, -71.10605008798282)","(42.3498642, -71.1020204)",1426.4840000000002
"(42.341954799999996, -71.10605008798282)","(42.348448899999994, -71.10015580728992)",1245.8379999999997
"(42.341954799999996, -71.10605008798282)","(42.3508802, -71.11750772346343)",1969.9449999999993
"(42.341954799999996, -71.10605008798282)","(42.3484364, -71.10230804217932)",1228.961
"(42.341954799999996, -71.10605008798282)","(42.34888825, -71.10484432143394)",1509.297
"(42.341954799999996, -71.10605008798282)","(42.35078225, -71.10524017370268)",1617.6569999999997
"(42.341954799999996, -71.10605008798282)","(42.3505236, -71.10754495805156)",1360.6269999999995
"(42.341954799999996, -71.10605008798282)","(42.3501003, -71.10383756091035)",1384.0229999999997
"(42.341954799999996, -71.10605008798282)","(42.351051050235355, -71.1137959187151)",1683.3069999999996
"(42.341954799999996, -71.10605008798282)","(42.35455655, -71.12354972039716)",2700.7869999999994
"(42.341954799999996, -71.10605008798282)","(42.3497494, -71.10134870499787)",1397.279
"(42.341954799999996, -71.10605008798282)","(42.34972315, -71.10086607545841)",1289.284
"(42.341954799999996, -71.10605008798282)","(42.3360176, -71.0694751)",3728.6120000000005
"(42.341954799999996, -71.10605008798282)","(42.3497874, -71.09794138426676)",1290.6520000000005
"(42.342699749999994, -71.10489130168085)","(42.342985150000004, -71.10519520944966)",114.519
"(42.342699749999994, -71.10489130168085)","(42.35013155, -71.11140104490026)",1248.3170000000002
"(42.342699749999994, -71.10489130168085)","(42.34945635, -71.105266656638)",1122.312
"(42.342699749999994, -71.10489130168085)","(42.342504399999996, -71.10536300402536)",77.307
"(42.342699749999994, -71.10489130168085)","(42.3518204, -71.11646235858747)",1810.012
"(42.342699749999994, -71.10489130168085)","(42.350170399999996, -71.095114)",1244.57
"(42.342699749999994, -71.10489130168085)","(42.336374750000004, -71.07016239901102)",3490.8719999999994
"(42.342699749999994, -71.10489130168085)","(42.3364039, -71.07223994070816)",3334.501
"(42.342699749999994, -71.10489130168085)","(42.35028335, -71.10557727131746)",1068.9639999999997
"(42.342699749999994, -71.10489130168085)","(42.35097115000001, -71.10897900447887)",1351.7329999999997
"(42.342699749999994, -71.10489130168085)","(42.349639749999994, -71.09973226925189)",1185.458
"(42.342699749999994, -71.10489130168085)","(42.3437927, -71.10976791168142)",1052.251
"(42.342699749999994, -71.10489130168085)","(42.3504456, -71.10368611901973)",1303.1
"(42.342699749999994, -71.10489130168085)","(42.3507339, -71.115618)",1623.4600000000003
"(42.342699749999994, -71.10489130168085)","(42.3501426, -71.10067825702964)",1206.5519999999997
"(42.342699749999994, -71.10489130168085)","(42.350104849999994, -71.10058154558558)",1206.5519999999997
"(42.342699749999994, -71.10489130168085)","(42.35052185, -71.10009615151182)",1219.513
"(42.342699749999994, -71.10489130168085)","(42.349457799999996, -71.09810497506007)",1120.037
"(42.342699749999994, -71.10489130168085)","(42.3503203, -71.09700303119664)",1151.432
"(42.342699749999994, -71.10489130168085)","(42.351064300000004, -71.1075071069339)",1216.6699999999998
"(42.342699749999994, -71.10489130168085)","(42.350860850000004, -71.10386660061369)",1361.2889999999998
"(42.342699749999994, -71.10489130168085)","(42.3495087, -71.10580869890427)",1030.8229999999999
"(42.342699749999994, -71.10489130168085)","(42.3483358, -71.10173878356534)",1063.2549999999999
"(42.342699749999994, -71.10489130168085)","(42.35066235, -71.1064382921208)",1371.3449999999998
"(42.342699749999994, -71.10489130168085)","(42.349090849999996, -71.1041455900759)",1180.4059999999997
"(42.342699749999994, -71.10489130168085)","(42.335479649999996, -71.0717193943673)",3390.278
"(42.342699749999994, -71.10489130168085)","(42.3514835, -71.1212481)",2088.924
"(42.342699749999994, -71.10489130168085)","(42.3489751, -71.1009021)",1100.0569999999998
"(42.342699749999994, -71.10489130168085)","(42.3509964, -71.10799517909709)",1216.6699999999998
"(42.342699749999994, -71.10489130168085)","(42.3496881, -71.1001848)",1151.748
"(42.342699749999994, -71.10489130168085)","(42.3491905, -71.1060852)",906.2469999999998
"(42.342699749999994, -71.10489130168085)","(42.3505083, -71.1039114501441)",1303.1
"(42.342699749999994, -71.10489130168085)","(42.34865105, -71.10126530464467)",1015.955
"(42.342699749999994, -71.10489130168085)","(42.34877175, -71.10419840251558)",1343.591
"(42.342699749999994, -71.10489130168085)","(42.3517837, -71.1187216)",1920.683
"(42.342699749999994, -71.10489130168085)","(42.35051115, -71.09995235)",1219.513
"(42.342699749999994, -71.10489130168085)","(42.3490585, -71.10153394404658)",1138.397
"(42.342699749999994, -71.10489130168085)","(42.3510171, -71.10981338167903)",1283.875
"(42.342699749999994, -71.10489130168085)","(42.3520335, -71.11030686731542)",1396.07
"(42.342699749999994, -71.10489130168085)","(42.3498642, -71.1020204)",1260.778
"(42.342699749999994, -71.10489130168085)","(42.348448899999994, -71.10015580728992)",1080.132
"(42.342699749999994, -71.10489130168085)","(42.3508802, -71.11750772346343)",1804.2389999999998
"(42.342699749999994, -71.10489130168085)","(42.3484364, -71.10230804217932)",1063.2549999999999
"(42.342699749999994, -71.10489130168085)","(42.34888825, -71.10484432143394)",1343.591
"(42.342699749999994, -71.10489130168085)","(42.35078225, -71.10524017370268)",1451.951
"(42.342699749999994, -71.10489130168085)","(42.3505236, -71.10754495805156)",1194.9209999999998
"(42.342699749999994, -71.10489130168085)","(42.3501003, -71.10383756091035)",1218.3169999999998
"(42.342699749999994, -71.10489130168085)","(42.351051050235355, -71.1137959187151)",1517.601
"(42.342699749999994, -71.10489130168085)","(42.35455655, -71.12354972039716)",2536.711
"(42.342699749999994, -71.10489130168085)","(42.3497494, -71.10134870499787)",1231.5729999999999
"(42.342699749999994, -71.10489130168085)","(42.34972315, -71.10086607545841)",1123.578
"(42.342699749999994, -71.10489130168085)","(42.3360176, -71.0694751)",3563.355
"(42.342699749999994, -71.10489130168085)","(42.3497874, -71.09794138426676)",1125.395
"(42.342985150000004, -71.10519520944966)","(42.35013155, -71.11140104490026)",1219.818
"(42.342985150000004, -71.10519520944966)","(42.34945635, -71.105266656638)",1093.8129999999996
"(42.342985150000004, -71.10519520944966)","(42.342504399999996, -71.10536300402536)",170.923
"(42.342985150000004, -71.10519520944966)","(42.3518204, -71.11646235858747)",1781.5129999999997
"(42.342985150000004, -71.10519520944966)","(42.350170399999996, -71.095114)",1340.8650000000002
"(42.342985150000004, -71.10519520944966)","(42.336374750000004, -71.07016239901102)",3587.167
"(42.342985150000004, -71.10519520944966)","(42.3364039, -71.07223994070816)",3430.796
"(42.342985150000004, -71.10519520944966)","(42.35028335, -71.10557727131746)",1040.4649999999995
"(42.342985150000004, -71.10519520944966)","(42.35097115000001, -71.10897900447887)",1323.2339999999997
"(42.342985150000004, -71.10519520944966)","(42.349639749999994, -71.09973226925189)",1156.959
"(42.342985150000004, -71.10519520944966)","(42.3437927, -71.10976791168142)",1023.752
"(42.342985150000004, -71.10519520944966)","(42.3504456, -71.10368611901973)",1274.6009999999997
"(42.342985150000004, -71.10519520944966)","(42.3507339, -71.115618)",1594.961
"(42.342985150000004, -71.10519520944966)","(42.3501426, -71.10067825702964)",1178.0529999999997
"(42.342985150000004, -71.10519520944966)","(42.350104849999994, -71.10058154558558)",1178.0529999999997
"(42.342985150000004, -71.10519520944966)","(42.35052185, -71.10009615151182)",1191.014
"(42.342985150000004, -71.10519520944966)","(42.349457799999996, -71.09810497506007)",1216.3320000000006
"(42.342985150000004, -71.10519520944966)","(42.3503203, -71.09700303119664)",1247.7270000000005
"(42.342985150000004, -71.10519520944966)","(42.351064300000004, -71.1075071069339)",1188.1709999999996
"(42.342985150000004, -71.10519520944966)","(42.350860850000004, -71.10386660061369)",1332.7899999999995
"(42.342985150000004, -71.10519520944966)","(42.3495087, -71.10580869890427)",1002.3239999999997
"(42.342985150000004, -71.10519520944966)","(42.3483358, -71.10173878356534)",1034.7559999999999
"(42.342985150000004, -71.10519520944966)","(42.35066235, -71.1064382921208)",1342.8459999999995
"(42.342985150000004, -71.10519520944966)","(42.349090849999996, -71.1041455900759)",1151.9069999999995
"(42.342985150000004, -71.10519520944966)","(42.335479649999996, -71.0717193943673)",3486.5729999999994
"(42.342985150000004, -71.10519520944966)","(42.3514835, -71.1212481)",2060.4249999999997
"(42.342985150000004, -71.10519520944966)","(42.3489751, -71.1009021)",1071.5579999999998
"(42.342985150000004, -71.10519520944966)","(42.3509964, -71.10799517909709)",1188.1709999999996
"(42.342985150000004, -71.10519520944966)","(42.3496881, -71.1001848)",1123.249
"(42.342985150000004, -71.10519520944966)","(42.3491905, -71.1060852)",877.7479999999997
"(42.342985150000004, -71.10519520944966)","(42.3505083, -71.1039114501441)",1274.6009999999997
"(42.342985150000004, -71.10519520944966)","(42.34865105, -71.10126530464467)",987.456
"(42.342985150000004, -71.10519520944966)","(42.34877175, -71.10419840251558)",1315.0919999999999
"(42.342985150000004, -71.10519520944966)","(42.3517837, -71.1187216)",1892.1839999999997
"(42.342985150000004, -71.10519520944966)","(42.35051115, -71.09995235)",1191.014
"(42.342985150000004, -71.10519520944966)","(42.3490585, -71.10153394404658)",1109.898
"(42.342985150000004, -71.10519520944966)","(42.3510171, -71.10981338167903)",1255.376
"(42.342985150000004, -71.10519520944966)","(42.3520335, -71.11030686731542)",1367.571
"(42.342985150000004, -71.10519520944966)","(42.3498642, -71.1020204)",1232.279
"(42.342985150000004, -71.10519520944966)","(42.348448899999994, -71.10015580728992)",1051.633
"(42.342985150000004, -71.10519520944966)","(42.3508802, -71.11750772346343)",1775.7399999999996
"(42.342985150000004, -71.10519520944966)","(42.3484364, -71.10230804217932)",1034.7559999999999
"(42.342985150000004, -71.10519520944966)","(42.34888825, -71.10484432143394)",1315.0919999999999
"(42.342985150000004, -71.10519520944966)","(42.35078225, -71.10524017370268)",1423.4519999999998
"(42.342985150000004, -71.10519520944966)","(42.3505236, -71.10754495805156)",1166.4219999999996
"(42.342985150000004, -71.10519520944966)","(42.3501003, -71.10383756091035)",1189.8179999999998
"(42.342985150000004, -71.10519520944966)","(42.351051050235355, -71.1137959187151)",1489.1019999999999
"(42.342985150000004, -71.10519520944966)","(42.35455655, -71.12354972039716)",2508.2119999999995
"(42.342985150000004, -71.10519520944966)","(42.3497494, -71.10134870499787)",1203.0739999999998
"(42.342985150000004, -71.10519520944966)","(42.34972315, -71.10086607545841)",1095.079
"(42.342985150000004, -71.10519520944966)","(42.3360176, -71.0694751)",3659.6500000000005
"(42.342985150000004, -71.10519520944966)","(42.3497874, -71.09794138426676)",1221.6900000000005
"(42.35013155, -71.11140104490026)","(42.34945635, -71.105266656638)",590.164
"(42.35013155, -71.11140104490026)","(42.342504399999996, -71.10536300402536)",1313.7310000000002
"(42.35013155, -71.11140104490026)","(42.3518204, -71.11646235858747)",601.418
"(42.35013155, -71.11140104490026)","(42.350170399999996, -71.095114)",1445.153
"(42.35013155, -71.11140104490026)","(42.336374750000004, -71.07016239901102)",4057.317999999998
"(42.35013155, -71.11140104490026)","(42.3364039, -71.07223994070816)",3981.794999999998
"(42.35013155, -71.11140104490026)","(42.35028335, -71.10557727131746)",523.43
"(42.35013155, -71.11140104490026)","(42.35097115000001, -71.10897900447887)",351.35999999999996
"(42.35013155, -71.11140104490026)","(42.349639749999994, -71.09973226925189)",1031.5699999999997
"(42.35013155, -71.11140104490026)","(42.3437927, -71.10976791168142)",1034.1580000000001
"(42.35013155, -71.11140104490026)","(42.3504456, -71.10368611901973)",762.0670000000001
"(42.35013155, -71.11140104490026)","(42.3507339, -71.115618)",414.866
"(42.35013155, -71.11140104490026)","(42.3501426, -71.10067825702964)",1018.4399999999999
"(42.35013155, -71.11140104490026)","(42.350104849999994, -71.10058154558558)",1018.4399999999999
"(42.35013155, -71.11140104490026)","(42.35052185, -71.10009615151182)",1041.9180000000001
"(42.35013155, -71.11140104490026)","(42.349457799999996, -71.09810497506007)",1144.8739999999998
"(42.35013155, -71.11140104490026)","(42.3503203, -71.09700303119664)",1267.636
"(42.35013155, -71.11140104490026)","(42.351064300000004, -71.1075071069339)",403.907
"(42.35013155, -71.11140104490026)","(42.350860850000004, -71.10386660061369)",711.9120000000001
"(42.35013155, -71.11140104490026)","(42.3495087, -71.10580869890427)",588.8729999999999
"(42.35013155, -71.11140104490026)","(42.3483358, -71.10173878356534)",894.7959999999999
"(42.35013155, -71.11140104490026)","(42.35066235, -71.1064382921208)",558.582
"(42.35013155, -71.11140104490026)","(42.349090849999996, -71.1041455900759)",648.258
"(42.35013155, -71.11140104490026)","(42.335479649999996, -71.0717193943673)",4131.623999999999
"(42.35013155, -71.11140104490026)","(42.3514835, -71.1212481)",880.33
"(42.35013155, -71.11140104490026)","(42.3489751, -71.1009021)",902.2730000000001
"(42.35013155, -71.11140104490026)","(42.3509964, -71.10799517909709)",403.907
"(42.35013155, -71.11140104490026)","(42.3496881, -71.1001848)",990.7359999999999
"(42.35013155, -71.11140104490026)","(42.3491905, -71.1060852)",465.431
"(42.35013155, -71.11140104490026)","(42.3505083, -71.1039114501441)",762.0670000000001
"(42.35013155, -71.11140104490026)","(42.34865105, -71.10126530464467)",967.6030000000002
"(42.35013155, -71.11140104490026)","(42.34877175, -71.10419840251558)",1175.132
"(42.35013155, -71.11140104490026)","(42.3517837, -71.1187216)",712.089
"(42.35013155, -71.11140104490026)","(42.35051115, -71.09995235)",1041.9180000000001
"(42.35013155, -71.11140104490026)","(42.3490585, -71.10153394404658)",820.836
"(42.35013155, -71.11140104490026)","(42.3510171, -71.10981338167903)",283.50199999999995
"(42.35013155, -71.11140104490026)","(42.3520335, -71.11030686731542)",221.13800000000003
"(42.35013155, -71.11140104490026)","(42.3498642, -71.1020204)",799.391
"(42.35013155, -71.11140104490026)","(42.348448899999994, -71.10015580728992)",984.2550000000002
"(42.35013155, -71.11140104490026)","(42.3508802, -71.11750772346343)",595.6450000000001
"(42.35013155, -71.11140104490026)","(42.3484364, -71.10230804217932)",894.7959999999999
"(42.35013155, -71.11140104490026)","(42.34888825, -71.10484432143394)",1175.132
"(42.35013155, -71.11140104490026)","(42.35078225, -71.10524017370268)",640.0020000000001
"(42.35013155, -71.11140104490026)","(42.3505236, -71.10754495805156)",382.15799999999996
"(42.35013155, -71.11140104490026)","(42.3501003, -71.10383756091035)",680.036
"(42.35013155, -71.11140104490026)","(42.351051050235355, -71.1137959187151)",309.007
"(42.35013155, -71.11140104490026)","(42.35455655, -71.12354972039716)",1328.1170000000004
"(42.35013155, -71.11140104490026)","(42.3497494, -71.10134870499787)",921.4239999999999
"(42.35013155, -71.11140104490026)","(42.34972315, -71.10086607545841)",936.5909999999999
"(42.35013155, -71.11140104490026)","(42.3360176, -71.0694751)",4129.800999999998
"(42.35013155, -71.11140104490026)","(42.3497874, -71.09794138426676)",1210.1
"(42.34945635, -71.105266656638)","(42.342504399999996, -71.10536300402536)",1187.726
"(42.34945635, -71.105266656638)","(42.3518204, -71.11646235858747)",1100.8929999999998
"(42.34945635, -71.105266656638)","(42.350170399999996, -71.095114)",949.045
"(42.34945635, -71.105266656638)","(42.336374750000004, -71.07016239901102)",3547.7859999999987
"(42.34945635, -71.105266656638)","(42.3364039, -71.07223994070816)",3472.2629999999986
"(42.34945635, -71.105266656638)","(42.35028335, -71.10557727131746)",173.53599999999997
"(42.34945635, -71.105266656638)","(42.35097115000001, -71.10897900447887)",618.396
"(42.34945635, -71.105266656638)","(42.349639749999994, -71.09973226925189)",526.7449999999999
"(42.34945635, -71.105266656638)","(42.3437927, -71.10976791168142)",1202.359
"(42.34945635, -71.105266656638)","(42.3504456, -71.10368611901973)",264.568
"(42.34945635, -71.105266656638)","(42.3507339, -71.115618)",932.1500000000001
"(42.34945635, -71.105266656638)","(42.3501426, -71.10067825702964)",517.652
"(42.34945635, -71.105266656638)","(42.350104849999994, -71.10058154558558)",517.652
"(42.34945635, -71.105266656638)","(42.35052185, -71.10009615151182)",545.81
"(42.34945635, -71.105266656638)","(42.349457799999996, -71.09810497506007)",640.049
"(42.34945635, -71.105266656638)","(42.3503203, -71.09700303119664)",771.5279999999999
"(42.34945635, -71.105266656638)","(42.351064300000004, -71.1075071069339)",430.282
"(42.34945635, -71.105266656638)","(42.350860850000004, -71.10386660061369)",322.75699999999995
"(42.34945635, -71.105266656638)","(42.3495087, -71.10580869890427)",91.821
"(42.34945635, -71.105266656638)","(42.3483358, -71.10173878356534)",386.48199999999997
"(42.34945635, -71.105266656638)","(42.35066235, -71.1064382921208)",510.274
"(42.34945635, -71.105266656638)","(42.349090849999996, -71.1041455900759)",138.726
"(42.34945635, -71.105266656638)","(42.335479649999996, -71.0717193943673)",3622.091999999999
"(42.34945635, -71.105266656638)","(42.3514835, -71.1212481)",1397.6140000000005
"(42.34945635, -71.105266656638)","(42.3489751, -71.1009021)",392.741
"(42.34945635, -71.105266656638)","(42.3509964, -71.10799517909709)",430.282
"(42.34945635, -71.105266656638)","(42.3496881, -71.1001848)",486.2129999999999
"(42.34945635, -71.105266656638)","(42.3491905, -71.1060852)",216.065
"(42.34945635, -71.105266656638)","(42.3505083, -71.1039114501441)",264.568
"(42.34945635, -71.105266656638)","(42.34865105, -71.10126530464467)",458.07099999999997
"(42.34945635, -71.105266656638)","(42.34877175, -71.10419840251558)",666.818
"(42.34945635, -71.105266656638)","(42.3517837, -71.1187216)",1214.2390000000003
"(42.34945635, -71.105266656638)","(42.35051115, -71.09995235)",545.81
"(42.34945635, -71.105266656638)","(42.3490585, -71.10153394404658)",311.3039999999999
"(42.34945635, -71.105266656638)","(42.3510171, -71.10981338167903)",556.963
"(42.34945635, -71.105266656638)","(42.3520335, -71.11030686731542)",669.1579999999999
"(42.34945635, -71.105266656638)","(42.3498642, -71.1020204)",295.82
"(42.34945635, -71.105266656638)","(42.348448899999994, -71.10015580728992)",474.72299999999996
"(42.34945635, -71.105266656638)","(42.3508802, -71.11750772346343)",1112.929
"(42.34945635, -71.105266656638)","(42.3484364, -71.10230804217932)",386.48199999999997
"(42.34945635, -71.105266656638)","(42.34888825, -71.10484432143394)",666.818
"(42.34945635, -71.105266656638)","(42.35078225, -71.10524017370268)",413.419
"(42.34945635, -71.105266656638)","(42.3505236, -71.10754495805156)",408.53299999999996
"(42.34945635, -71.105266656638)","(42.3501003, -71.10383756091035)",182.68
"(42.34945635, -71.105266656638)","(42.351051050235355, -71.1137959187151)",808.482
"(42.34945635, -71.105266656638)","(42.35455655, -71.12354972039716)",1829.9460000000006
"(42.34945635, -71.105266656638)","(42.3497494, -71.10134870499787)",420.6360000000001
"(42.34945635, -71.105266656638)","(42.34972315, -71.10086607545841)",432.61499999999995
"(42.34945635, -71.105266656638)","(42.3360176, -71.0694751)",3620.2689999999993
"(42.34945635, -71.105266656638)","(42.3497874, -71.09794138426676)",705.275
"(42.342504399999996, -71.10536300402536)","(42.3518204, -71.11646235858747)",1875.4259999999997
"(42.342504399999996, -71.10536300402536)","(42.350170399999996, -71.095114)",1321.8770000000002
"(42.342504399999996, -71.10536300402536)","(42.336374750000004, -71.07016239901102)",3568.179
"(42.342504399999996, -71.10536300402536)","(42.3364039, -71.07223994070816)",3411.808
"(42.342504399999996, -71.10536300402536)","(42.35028335, -71.10557727131746)",1134.378
"(42.342504399999996, -71.10536300402536)","(42.35097115000001, -71.10897900447887)",1417.1469999999997
"(42.342504399999996, -71.10536300402536)","(42.349639749999994, -71.09973226925189)",1250.872
"(42.342504399999996, -71.10536300402536)","(42.3437927, -71.10976791168142)",1053.9339999999997
"(42.342504399999996, -71.10536300402536)","(42.3504456, -71.10368611901973)",1368.5139999999997
"(42.342504399999996, -71.10536300402536)","(42.3507339, -71.115618)",1688.874
"(42.342504399999996, -71.10536300402536)","(42.3501426, -71.10067825702964)",1271.966
"(42.342504399999996, -71.10536300402536)","(42.350104849999994, -71.10058154558558)",1271.966
"(42.342504399999996, -71.10536300402536)","(42.35052185, -71.10009615151182)",1284.927
"(42.342504399999996, -71.10536300402536)","(42.349457799999996, -71.09810497506007)",1197.3440000000005
"(42.342504399999996, -71.10536300402536)","(42.3503203, -71.09700303119664)",1228.7390000000005
"(42.342504399999996, -71.10536300402536)","(42.351064300000004, -71.1075071069339)",1282.0839999999996
"(42.342504399999996, -71.10536300402536)","(42.350860850000004, -71.10386660061369)",1426.7029999999995
"(42.342504399999996, -71.10536300402536)","(42.3495087, -71.10580869890427)",1096.2369999999999
"(42.342504399999996, -71.10536300402536)","(42.3483358, -71.10173878356534)",1128.669
"(42.342504399999996, -71.10536300402536)","(42.35066235, -71.1064382921208)",1436.7589999999996
"(42.342504399999996, -71.10536300402536)","(42.349090849999996, -71.1041455900759)",1245.8199999999995
"(42.342504399999996, -71.10536300402536)","(42.335479649999996, -71.0717193943673)",3467.5849999999996
"(42.342504399999996, -71.10536300402536)","(42.3514835, -71.1212481)",2154.3379999999997
"(42.342504399999996, -71.10536300402536)","(42.3489751, -71.1009021)",1165.471
"(42.342504399999996, -71.10536300402536)","(42.3509964, -71.10799517909709)",1282.0839999999996
"(42.342504399999996, -71.10536300402536)","(42.3496881, -71.1001848)",1217.162
"(42.342504399999996, -71.10536300402536)","(42.3491905, -71.1060852)",971.6609999999998
"(42.342504399999996, -71.10536300402536)","(42.3505083, -71.1039114501441)",1368.5139999999997
"(42.342504399999996, -71.10536300402536)","(42.34865105, -71.10126530464467)",1081.3690000000001
"(42.342504399999996, -71.10536300402536)","(42.34877175, -71.10419840251558)",1409.005
"(42.342504399999996, -71.10536300402536)","(42.3517837, -71.1187216)",1986.0969999999998
"(42.342504399999996, -71.10536300402536)","(42.35051115, -71.09995235)",1284.927
"(42.342504399999996, -71.10536300402536)","(42.3490585, -71.10153394404658)",1203.8110000000001
"(42.342504399999996, -71.10536300402536)","(42.3510171, -71.10981338167903)",1349.289
"(42.342504399999996, -71.10536300402536)","(42.3520335, -71.11030686731542)",1461.484
"(42.342504399999996, -71.10536300402536)","(42.3498642, -71.1020204)",1326.1920000000002
"(42.342504399999996, -71.10536300402536)","(42.348448899999994, -71.10015580728992)",1145.546
"(42.342504399999996, -71.10536300402536)","(42.3508802, -71.11750772346343)",1869.6529999999996
"(42.342504399999996, -71.10536300402536)","(42.3484364, -71.10230804217932)",1128.669
"(42.342504399999996, -71.10536300402536)","(42.34888825, -71.10484432143394)",1409.005
"(42.342504399999996, -71.10536300402536)","(42.35078225, -71.10524017370268)",1517.3649999999998
"(42.342504399999996, -71.10536300402536)","(42.3505236, -71.10754495805156)",1260.3349999999996
"(42.342504399999996, -71.10536300402536)","(42.3501003, -71.10383756091035)",1283.7309999999998
"(42.342504399999996, -71.10536300402536)","(42.351051050235355, -71.1137959187151)",1583.0149999999999
"(42.342504399999996, -71.10536300402536)","(42.35455655, -71.12354972039716)",2602.1249999999995
"(42.342504399999996, -71.10536300402536)","(42.3497494, -71.10134870499787)",1296.987
"(42.342504399999996, -71.10536300402536)","(42.34972315, -71.10086607545841)",1188.9920000000002
"(42.342504399999996, -71.10536300402536)","(42.3360176, -71.0694751)",3640.6620000000007
"(42.342504399999996, -71.10536300402536)","(42.3497874, -71.09794138426676)",1202.7020000000007
"(42.3518204, -71.11646235858747)","(42.350170399999996, -71.095114)",1888.974
"(42.3518204, -71.11646235858747)","(42.336374750000004, -71.07016239901102)",4559.302999999997
"(42.3518204, -71.11646235858747)","(42.3364039, -71.07223994070816)",4483.779999999998
"(42.3518204, -71.11646235858747)","(42.35028335, -71.10557727131746)",971.8099999999998
"(42.3518204, -71.11646235858747)","(42.35097115000001, -71.10897900447887)",793.377
"(42.3518204, -71.11646235858747)","(42.349639749999994, -71.09973226925189)",1479.9499999999996
"(42.3518204, -71.11646235858747)","(42.3437927, -71.10976791168142)",1595.8529999999998
"(42.3518204, -71.11646235858747)","(42.3504456, -71.10368611901973)",1205.8880000000001
"(42.3518204, -71.11646235858747)","(42.3507339, -71.115618)",188.44899999999996
"(42.3518204, -71.11646235858747)","(42.3501426, -71.10067825702964)",1463.2
"(42.3518204, -71.11646235858747)","(42.350104849999994, -71.10058154558558)",1463.2
"(42.3518204, -71.11646235858747)","(42.35052185, -71.10009615151182)",1485.739
"(42.3518204, -71.11646235858747)","(42.349457799999996, -71.09810497506007)",1593.2539999999997
"(42.3518204, -71.11646235858747)","(42.3503203, -71.09700303119664)",1711.4569999999999
"(42.3518204, -71.11646235858747)","(42.351064300000004, -71.1075071069339)",847.728
"(42.3518204, -71.11646235858747)","(42.350860850000004, -71.10386660061369)",1155.7330000000002
"(42.3518204, -71.11646235858747)","(42.3495087, -71.10580869890427)",1099.602
"(42.3518204, -71.11646235858747)","(42.3483358, -71.10173878356534)",1405.525
"(42.3518204, -71.11646235858747)","(42.35066235, -71.1064382921208)",1002.4029999999999
"(42.3518204, -71.11646235858747)","(42.349090849999996, -71.1041455900759)",1157.986
"(42.3518204, -71.11646235858747)","(42.335479649999996, -71.0717193943673)",4633.609
"(42.3518204, -71.11646235858747)","(42.3514835, -71.1212481)",554.428
"(42.3518204, -71.11646235858747)","(42.3489751, -71.1009021)",1412.0010000000002
"(42.3518204, -71.11646235858747)","(42.3509964, -71.10799517909709)",847.728
"(42.3518204, -71.11646235858747)","(42.3496881, -71.1001848)",1439.1159999999998
"(42.3518204, -71.11646235858747)","(42.3518204, -71.11646235858747)",0.0
"(42.3518204, -71.11646235858747)","(42.3491905, -71.1060852)",976.1600000000001
"(42.3518204, -71.11646235858747)","(42.3505083, -71.1039114501441)",1205.8880000000001
"(42.3518204, -71.11646235858747)","(42.34865105, -71.10126530464467)",1477.3310000000004
"(42.3518204, -71.11646235858747)","(42.34877175, -71.10419840251558)",1685.861
"(42.3518204, -71.11646235858747)","(42.3517837, -71.1187216)",306.15100000000007
"(42.3518204, -71.11646235858747)","(42.35051115, -71.09995235)",1485.739
"(42.3518204, -71.11646235858747)","(42.3490585, -71.10153394404658)",1330.5640000000003
"(42.3518204, -71.11646235858747)","(42.3510171, -71.10981338167903)",725.5189999999999
"(42.3518204, -71.11646235858747)","(42.3520335, -71.11030686731542)",656.1139999999999
"(42.3518204, -71.11646235858747)","(42.3498642, -71.1020204)",1247.7709999999997
"(42.3518204, -71.11646235858747)","(42.348448899999994, -71.10015580728992)",1493.9830000000004
"(42.3518204, -71.11646235858747)","(42.3508802, -71.11750772346343)",329.06200000000007
"(42.3518204, -71.11646235858747)","(42.3484364, -71.10230804217932)",1405.525
"(42.3518204, -71.11646235858747)","(42.34888825, -71.10484432143394)",1685.861
"(42.3518204, -71.11646235858747)","(42.35078225, -71.10524017370268)",1083.823
"(42.3518204, -71.11646235858747)","(42.3505236, -71.10754495805156)",825.9789999999999
"(42.3518204, -71.11646235858747)","(42.3501003, -71.10383756091035)",1128.4159999999997
"(42.3518204, -71.11646235858747)","(42.351051050235355, -71.1137959187151)",292.41099999999994
